smiles,heat_capacity
CC(=O)C1COCO1,27.72
CC12CN1C(C#N)C2O,32.309
Cc1c2c(no1)ocn2,24.845
CNCC(=O)OCC=O,34.487
Cc1cnc(c(n1)N)F,30.046
c1c(nc([nH]1)N)N(=O)=O,27.57
C1CC1(CCO)CO,34.346
c1c(onn1)CCO,26.24
CCC12CC1C(C)C2C,39.074
CC1=[NH+]CC(N1)C([O-])=O,30.98
C#CC1CC2CC(C1)O2,30.74
CC1N2C(CC12C)C=O,34.457
CC1(C)CC2CC12C#C,36.784
CC12C3C4C5C(C5N13)C24,26.7
C1C2C3COCCC1N23,29.018
CC1(O)CC2(C)COC12,35.884
CCCCCOC(=O)C,39.075
Cc1c(c(no1)NC)N,34.499
OCC1=CCC2(CN2)C1,33.402
CC(=O)OC(C)(C)C#N,36.381
CN(CC(O)C#N)C=O,34.272
CNc1c(c(c[nH]1)O)O,34.762
CC(COC1CC1)C=O,36.145
CC1(C)C2C(O)C(=O)N12,34.03
O=C1COC11C2CC1C2,28.059
CCCC(C)C(F)(F)F,36.659
C1C2CC3CC=CC2C13,28.321
CCN1CC11CC2OC12,32.766
CCC#CCCCOC,39.644
CC(NCCC#N)C#C,36.795
C1C2CCN=COCC12,30.994
CC1OC2C1C2(O)CO,34.064
Cc1cnc(c(=O)o1)N,30.548
CC1CCOC2CN1C2,32.626
N=C1COCC(O1)C#C,30.333
COC(C)CC1(O)CC1,39.647
COc1cnc([nH]1)CO,31.929
COC1CC(C1)C(C)C,39.597
CC1(O)C2CC11CCC21,33.813
CC1OC(C)C(C)=C1C,38.643
CC(O)C1=NNC=C1N,34.106
C1CC12CNC(=O)C2=O,29.304
OCC(=O)N1CC1C#C,32.877
OCCC1C2OC1C=C2,31.521
OC12CC=CC3OC1C23,28.849
C#CC#Cc1ccco1,28.518
CC1C2C3N2C1C3=O,25.06
CCOCC1CCO1,31.514
O=CC1CNC(C1)C#N,30.415
OC1CCC(C1)OC=N,33.781
C1OCC2C3OC2C13,23.495
OC1C2COC1OC2,24.859
CC1OC11CN2CCC12,31.836
CC(C)C1CCC2CC12,36.869
Cc1c(noc1CO)C,33.649
CCCCC1OC1C=O,36.112
CC1(CO)OC1(C)CO,39.102
C1C(CO1)CCC=O,29.268
CCC(CO)C1COC1,37.393
C#CC(=O)c1c[nH]cn1,27.685
CC(C#N)C1CO1,25.223
OC1CC2=CC3OC3C12,28.116
C1CCN(C=CC1)C=O,31.621
CC#CC(C)C(N)=O,33.827
Cc1c(c[nH]n1)COC,33.377
O=COC12CC1CC=C2,29.603
C1OC1C12NC1C1CC21,29.555
CC(=O)C12CCC1OC2,32.218
CC1C(C#N)C1(O)C#N,32.592
CCC1C2C3CC3(C)C12,35.496
COC12CC(=O)C1C2C,33.947
CCC12OC3C1C(=O)C23,30.092
CCCC(=O)OC1CC1,36.022
NC1CC1(C#N)N1CC1,33.462
CC(O)C1=C(C)OC=C1,34.327
Cc1[nH]c2cn[nH]c2n1,27.431
COCC1OCC2CC12,32.839
COCCC1CCC=C1,35.546
O=CC1CCOC1C=O,30.468
CC(O)C12CC(=O)C1O2,32.622
CC1NC1C1CO1,26.014
C#CCCn1ccnc1,30.747
C#CCC(=O)C(=O)C=O,31.798
COC(C)CCC(N)=O,39.11
N#CC12NC1C1CNC21,28.005
[NH3+]CC1=C[N-]N=CC1=O,28.531
OC1C=CC2=C1NN=C2,26.994
NC1=C(C=O)N=NO1,26.976
COC(=O)CC(C)O,32.638
CCCC1(C)CC1C,37.648
CC1(CC1)CCC2CC2,38.53
N=COC1COC(=O)C1,29.234
C1CC2C3C4C(C3O1)N24,25.892
Cc1c(oc(=O)[nH]1)OC,31.953
c1cnc-2ncnc2[nH]1,22.539
C1CN(C1)CC#CCO,34.738
C#Cc1c([nH]cn1)CO,30.913
C1CC(O1)C1=NNC=N1,26.599
c1c(ocn1)N,18.0
NC=[NH+]CC(=N[O-])C#N,32.257
O=C1OC2C(CC#C)C12,29.61
CC1COC1(CO)C#C,35.708
CCC12CC1(O)C1CN21,33.905
C(c1c(c([nH]n1)O)N)O,33.351
OC1(CC2CN2C1)C#C,32.684
O=COCC1CCC=C1,31.42
N#CC12CCC(OC1)O2,27.224
CCOC(=O)C#CC#C,33.467
CC1C2COC2C2CN12,30.139
CN1CC2(O)C(C#N)C12,32.357
O=C1CC2OCC2N1,24.474
c1cc(n(c1)C(=O)N)O,29.829
Cc1cc(ncn1)OC,30.311
CC1C2C3C2(C)OC13C,35.095
COC(C#C)C1CC1C,37.871
O=C1OC2CC12CC#C,30.069
OC1C(CC1C#N)C#N,30.636
c1cncc2c1nco2,22.377
c1cnc(nc1)C(=N)N,28.099
Cn1ccc(c1C#C)N,34.262
COC12CC1N(C)C2C,36.795
CCC12C=CCC1C2C,35.907
CN=CNc1[nH]ncn1,29.264
CC1C(O)C(C)C11CN1,37.013
CC1C2C3OC4C3N1C24,26.471
c1(c([nH]nc1O)N)N,29.243
CC1=CNC(=O)CC1=O,30.521
CC(=O)CCC=O,27.576
OCC(O)COCC#C,37.238
CC1CC(=O)CC1=O,28.588
COC1CC(C=O)C1C,35.746
COCC(NC=O)C=O,34.111
[O-]C(=O)C[NH+]1CC=CC1,30.42
CCCc1ccoc1,29.069
Cc1coc(n1)C(=O)C,30.806
CC12CC1(O)C(CO)O2,35.064
CC1(CCO)CC1O,35.115
CC12CC1N1C(CO)C21,33.904
CN(C)C1COC1C#C,35.56
N=C1OCC1OC=O,25.265
CC1NC11C2CC2C1=O,31.277
C1CN(C=N1)C(=O)C#N,27.481
CCCC(C)C(C)C#N,40.641
COCC1(C)C2CC1C2,35.372
CC1CC=CCOCO1,33.58
COC12CC(C1)C=CC2,32.357
CC12CC3C1C(O2)C3=O,29.003
CC1C2CC2C(=O)C1=O,30.473
OC1C2CNC(C#N)C12,29.508
COC1COC2(C)CC12,34.44
OC1C2C(O)CCC12O,33.902
CCOC(C=O)C1CO1,34.479
CC#CCN=CNC=O,34.085
C1C2OC3=NCCCC123,28.342
CC#CC#CCC1CC1,35.457
CC12OC34CCN(C13)C24,28.886
CC1OCOC(C)C1O,35.207
COC1=CON=CC1=N,28.845
CNc1c(cnn1C)O,33.821
CC12C3CC1C1C(C3)N21,29.073
CC#CC1CN=C(C)O1,33.228
CC(C#CC#N)C1CC1,33.876
C1OC2COC3C1C23,23.048
C1C2N1CC1=C2ON=C1,24.681
CC12CC(C1)COCO2,32.072
N=C1COCC=CCO1,30.498
C1OC2CC3OC1C2O3,24.835
CN=C1NC(=O)OC1C,31.894
C1OC1C1=CN=CN=C1,25.906
CC1(C)NC(=O)C1(C)O,38.297
CN1C2CC1C2(C)C#N,33.342
OC12C3C4C1NC2CN34,26.977
CCC1(C)CCCC1C,40.71
NC1=COC=NC1=N,25.066
C1C=CCNC=CC1=O,31.075
CC12CC(O1)C2(C)C#C,35.191
CC1N2C3C2C1(O)C3=O,29.929
CCC1C2OC(C)C12,31.46
CCC1CC1CC,31.674
CC1=C(NC=N1)C1CN1,30.831
C1C2CC3CC=CC2C13,28.321
CC12CC1C(C2)=NO,29.969
ON=C1COC2CC1C2,30.156
CCCOCC(C)C#N,38.331
CC1CC2OCCC12C,34.871
NC(N)=[NH+][C-](C#C)C#N,35.786
CC#CC12NC3C1OC23,29.507
CC(O)C(O)CCCO,41.691
OC1C2OC=NC1C2O,29.089
c1(c([nH]c(n1)O)O)N,28.682
C#CC12NC3C1OC23,24.494
CCCC1CCC1O,34.236
Cc1cc(ncc1F)C,31.166
CC1CCC2CC(C1)O2,33.186
C1C2OC2C2=NC=CN12,24.528
CC1OC2C3NC3CC12,30.206
OC1C2CCC1C(=N)O2,29.401
N=C1N=NOC=C1C#N,32.206
C1CC2OC(C1)C=C2,25.465
CC(C)(C=O)OC=NC,38.158
C1CC12CC3(O2)CC3,29.068
COC(C)(C=O)C#C,33.127
OC12CN3C(C=C1)C23,24.997
OC1COC11COC1=O,28.868
NC12CC(C1)OC2C#N,30.06
C#CC#CC#CC1CN1,31.43
c1c([nH]cn1)C#CC=O,26.994
[NH3+]CC1=N[N-]C(=O)O1,28.55
CCC#CC(C)(C)C,38.19
CCOC(C)C(C)(C)O,43.802
CC(C)(O)C1C2CCC12,37.531
CC12NC1C(C=C2)C#N,30.483
CC(C)C1OCC1(C)O,39.483
C1CCC(C1)C2CCC2,34.765
Cc1nc([nH]n1)COC,32.115
CC1C(O)C1CCC#N,36.033
C1CC1C1COCCO1,32.118
C1CC11CC2COC2C1,30.801
C(COCC#CC=O)O,34.126
N=C1OC2CC1OC2=O,24.992
C1NC11CCC11CN1,28.49
CC1NC(C)(C)C1=NO,38.404
CC1C2CC1(O)C1CN21,32.201
CC1CC2OCC12C=O,31.9
O=CN1CC(C=C1)C#N,28.563
COC1(CO)CNC1=O,33.92
C1COCCC1N2CC2,32.578
COC1C(=O)CC11CN1,32.561
COC(C#N)C1CC1,30.385
CC1CC(C)C(=N)O1,30.661
CCC(O)CC1CC1C,41.038
CC12CC3(CN3)C1(C)O2,34.661
OC12CN3C(CCC1)C23,31.031
CC1C(C)N1CCC#C,38.8
CC1OC2CN3CCC123,30.88
CC1=CC2CC1(C2)C=O,31.632
CC1(CC1)C#CC1CO1,34.269
O=C1NC2(CC#N)CC12,29.066
CC1CCC(=O)C(C)O1,35.051
C1NC1C1=CC2CC1C2,29.887
CN1CCC(=O)C12CC2,33.036
CC12OC(C=C1)C2=NO,31.023
CNC(=O)C#CCOC,35.881
COc1cc(n[nH]1)N,28.701
CC1C=CC2C1NC2=O,30.381
CCOC1(C)CC1CC,41.029
CCc1c(oc(n1)C)N,34.826
CC1=C(C)C(OC1)C=O,33.938
COC(=O)n1cncn1,26.815
CC1C(C)N1C1COC1,35.574
OC1CC11CC2CC1C2,31.866
c1coc(c(c1=O)O)N,29.223
CNC1=CC(=O)NC1=N,31.518
ON=C1C2NC2CC1O,31.143
CC1=NC2(CC2)CO1,28.109
CC12CC3CC1C2(O)C3,32.495
CC1C(O)C2OCCC12,32.564
OCCC1OC1C#C,30.984
OC12CC1(OCC2)C=O,30.743
CC1CN2C(CO)C12C,36.94
COC12CC1C(C)=CC2,34.644
CC#CC1CC2CC12C,35.806
OC12CC1C1C2NC1=O,29.447
Cc1nc(no1)N,22.978
N#CC12CC1CC1NC21,28.522
CC12CN=CN1C2CO,32.694
CC1CN1CC#CC#N,32.974
C1=CC23C=CC4C2C1C34,25.705
CCC1CC=CC(=O)N1,33.188
c1c(c(noc1=O)O)N,29.354
CC1CC(O)C2(O)CC12,35.782
OCC(O)C(=O)NC=O,32.864
CNc1cnoc1NC,33.001
CC12C=CCC3OC1C23,29.904
CN(C)C1COC1=O,29.406
OC12CC1(C=O)C1OC21,29.118
C1CCC(CC1)OC=O,32.783
C1CC2(C1)CCNC2=O,31.372
C1C=CC2CCCOC12,30.268
C1C2OC34CN(C3)C1C24,26.543
CC1C2CC3CC3OC12,31.924
CC1=CC(=O)C(C1)C#N,30.497
COC(C#N)C(C)C#N,34.508
COCC(=O)OCC#C,34.641
CN(C)CC#CC=O,31.972
CC12COCC1NC2=O,30.614
CC1CC(C)(C)C1O,36.211
CC1CC(C=O)C=C1,29.386
COCCc1ccn[nH]1,32.037
CC(O)C1(C)CC1C,37.158
N=C1NC(=CN=C1)C#C,28.711
OC12CC1CN1CC21,27.233
OCC12CN1CC2,25.42
C#CC12OC1C1CCC21,29.989
CC1COC(=O)N2CC12,30.216
CC(C)OC(C)C#C,36.377
C1CC23CCC2OC13,26.269
C(=O)C#Cc1nnon1,24.814
O=CC1(CCC#C)CN1,34.17
C1C2OCC3NC13C=C2,27.744
CC(C#N)C1(CO)CO1,34.279
CC1CCC11CN1C=O,33.538
CCCCC1CC2OC12,35.645
CC12NC1C(=O)C2CO,33.093
COC1C2CC1C(=N)O2,29.943
[NH3+]C(CO)C([O-])=O,26.524
CNC1C(OC1=O)C#C,32.078
CCCCCOCCC,42.364
CC1(OC1CO)C#N,30.092
CC1OC2C=CCC12C,33.326
CC1(C)CC(=N)O1,27.264
C1CNC(=O)C1=NO,26.545
O=C1CCOC2CC2N1,29.787
C[NH+]1CCC1C([O-])=O,28.534
CC1CC1C([NH3+])C([O-])=O,35.429
NC(=O)C(O)C(=O)CO,34.228
CN=C1OCC(=O)C1O,31.535
COC1CCCC1C#N,33.289
C1CN(C1)C(=O)C=O,26.91
OC12C3NC1C3C2C#C,30.087
c1c(=O)c(c([nH]n1)N)N,30.554
CC1=CC(O)C2C(O)C12,33.166
[O-]N=C(C=O)C1C[NH2+]C1,30.723
OC1C2COCC12C#C,31.284
OC1C=CCC(=O)C=C1,31.01
N=C1OC2(CC2)C1C#C,31.428
CCC1(NCC1C)C#N,36.167
CC(C)OC1CCC=C1,36.589
CCC#CC(O)CC#C,38.303
Cc1cc2c(o1)nc[nH]2,27.164
CCC(=NO)CC,31.175
CC(=O)C1CN=C(C)O1,32.654
CC1(CN1)C#CC1CC1,35.024
O=C1C2CCOCC1O2,28.144
CC(C)C12OC3CC1C23,33.418
OC1CC2COC(=O)C12,28.873
Cc1c(cnnc1F)F,27.052
CC1CC2(C)OCC12O,36.324
CC1C(C)N(C)C1C#N,36.48
CC1CC2(O)CCCC12,35.443
C1C2OC3C1OC23,18.624
Cc1cnc(=O)[nH]c1N,31.238
C1CC12COC(=O)CO2,29.552
CCC1(C)OCCC1=O,35.755
C1C=CNC(=O)C(=O)N1,28.95
OC12C3OC1COC23,24.224
CC1CC(C)=CC11CC1,36.279
O=C1CCC2CC2O1,25.637
CC12CC(CC1(C)O)O2,35.443
CC1C2C1C1=CC=NN21,27.73
CC1CCN(C1)C(C)=O,35.566
c1c[nH]nc(c1=NO)F,28.367
O=C1CN2CCC(C2)O1,27.716
OC1C(CC1=O)C#C,29.238
CC1C(O)C(=O)N1C=N,33.031
O=CC1CC2OC(=O)C12,27.396
CC12CC3CC(C1)OC23,29.88
CN1CC1(C)CCC#C,38.998
CCC1CCC1O,29.551
CC1C(O)CNC1C#N,34.063
CCC12CCC1OC2=O,31.734
OC1C[NH2+]C1C([O-])=O,27.06
CCC1OCCCCO1,35.359
CC1CC2CC(=NO)C12,33.587
N#CCC1C2CCC1O2,29.183
CC#CC12CN(C1)C2C,34.04
c1conc(c1=NO)N,29.986
O=C1C2CC3(CCC13)C2,28.695
Cn1ncc(n1)N,23.372
CC1CC2C3CCC1C23,31.697
C1CC11C2CC2C11CO1,30.957
CC1=CCOCC=C1,28.963
COCC1=CCOC1,29.337
OC12COCC11CC2O1,28.948
CC1(C)OC1(C)CO,35.72
CC1(CO)C2CC1C2O,35.735
Cc1cc(c[nH]c1=O)N,32.221
CCC(C)C1OC2CC12,36.386
O=C1CC23OC4C2C1C34,25.189
CC(C)C12CC3C(C1)N23,33.749
N=C1CCOCO1,22.244
O=C(C#C)C1CNC1=O,30.24
C1c2c(oc(=O)o2)CN1,25.48
c1nc([nH]c(=O)n1)C=O,24.926
CC(O)C1=C(O)C=CO1,33.442
C#Cc1cc([nH]n1)C=O,27.868
c1c(nco1)OCC#N,26.527
CN(C)c1c[nH]nn1,28.035
CNC(=N)C(=O)C#N,28.884
C1COc2c1n[nH]n2,22.141
CC(=N)OCCO,28.474
OC1CC2CC2C11CO1,31.787
CCN(C)C(=O)C=O,31.58
CC1(CO1)C(=N)NC=O,32.422
C1C2CC3OC(C=C3)C12,27.84
Cc1c(oc(=NC)[nH]1)N,35.182
CC1C2C=CC(=O)C12O,31.499
CC1C(C)N1CC#N,31.829
C1COCC2OC2C1,27.032
CC1C=CC(O)C1O,30.723
Cc1ccc(c(n1)C)O,32.985
CCC1C2C3CN3C12C,35.189
CC1=CCCC=CC1,30.731
COc1c(n[nH]n1)C#C,29.568
C1CC23CC4OC2C4N13,26.383
CC(O)C1C2CCC12,31.71
COC1C(O)COC1=O,31.425
CC(C)C1(CC1)C2CC2,39.149
CC1(C)NC1CCC#N,36.929
CC(O)C1(NC1C)C#N,36.464
CCC(C)CC(=O)OC,39.509
C1CC12COC(=O)C=C2,29.203
C#CC#CC12CC1CC2,32.443
CCC12OCC3C1CC23,31.318
C1C2C3C4C5C(C2N34)N15,23.424
CC1COCC2CN12,28.639
CCC1(C)CC2CCC12,37.352
CC1OC11C2CN2C1=O,29.805
c1c(nnc(n1)C=O)O,25.573
Cc1c[nH]nc1C(=O)N,31.617
C1C=CC(=O)COCO1,29.607
CC1(O)C=CCC2NC12,33.535
c1c[nH]c(cc1=NO)O,31.284
C1C=CN(C1=O)C(=O)N,29.744
OC1=NC(=N)N=NO1,28.842
C1OC2C=CC3OC2C13,25.444
OCC12CC1C(C2)=NO,33.423
CCCc1cc([nH]n1)N,35.13
COC1CC2(CC2O)C1,35.601
N=C1CC(CNC=O)O1,31.055
CCC1COC1(C)C=O,36.247
C1CC1C1CCC2OC12,31.568
CC1(CCCN=CO1)C,35.528
COCC1NC1C(C)C,39.462
C1C=CC2OCC=CC12,28.949
CC1=CNC(=O)COC1,31.658
O=C1CCC2CC2CN1,31.502
CCC1(CC(C)C1)C#C,39.131
O=COCC(=O)C1CN1,30.688
CCC1(C)C2CCC12,33.153
OCC(O)C1(CO1)C#N,32.694
OC1C=CC(O)C1C#N,31.239
C#Cc1ccnoc1=O,27.043
C#CC12C=CC3CN1C23,28.531
C1CC(=O)COCOC1,31.195
N=C1NC(=CN=C1)C#C,28.711
CCCN=c1[nH]cno1,32.223
CC#CCOC=O,26.059
OCC12CN1CCC=C2,32.754
OCC1CCC=CC1,30.791
C1CC2OC=NCC12,25.252
CCOCC#CC1CC1,36.528
c1c(cc(nc1O)O)O,28.95
C1CC1(CC#CCO)O,36.439
CC12COC(C1)CCC2,32.98
c1c(onn1)C(=O)CO,28.056
CN1CC2C(N)C12C#N,33.258
CC#CC#CC1(CC1)C,36.517
O=CCN1C2CC1C2=O,29.4
CC1CC2(O)CC2C1C,36.968
CC(C)C(O)C#C,31.694
CC(=O)C1CCOC1=O,30.63
CC1COC11C2CC1C2,31.669
CNCC(C)(NC)C#N,39.591
CN(CC#N)CC1CO1,33.982
CC1(C)CC2C(CO)N12,36.871
CC12CC3C4CC1C4N23,28.709
CC1CCOC(=O)CO1,32.094
OC1CC(C2CC2)C1=O,33.315
c1cn2c(c1O)CCC2,30.072
c1c(c(n[nH]1)OC=O)O,28.377
CC1CC(C1)NC=O,30.978
CC12CN(C1)C2C1CN1,32.384
COc1cnc2n1CC2,29.025
CC1C2C(C)C1C2(C)O,38.302
CN=COC12CC1OC2,32.002
c1cc([nH]c1C=O)C=O,27.804
CC1CC(CO)C1O,33.681
CC1CC(=O)C2CN12,27.648
[NH3+]C1CC1(CO)C([O-])=O,33.142
ON=C1CC2C3OC1C23,27.758
c1cnn(c1)C(=O)C#N,25.322
[NH3+]CC1(CC(=O)[N-]1)C#N,32.217
C1C2C3OC22CC=CC132,26.519
c1cn2c(n1)COC2=O,23.57
COC1=NC(=N)N=NO1,34.138
CC1(C)NC1CN1CC1,37.405
CC1CC2COC1O2,26.335
CC1C2OC3C4C3N1C24,27.085
CN1C(=N)NCC1=O,27.343
C#CC1COC2CCC12,31.222
CCc1cnn[nH]c1=O,29.251
C1N2C3CC=CC=C1C23,28.154
OCC1CC2=CN=NN12,27.74
C#CC1OCC11CCC1,32.522
c1c(c2c(o1)OCO2)N,27.857
CCN1CC1C(C)=O,32.538
CC12CC1(O)C(=O)OC2,31.664
COC1C(C)CC1C#C,36.848
CC1(CN1)C(=O)NC=N,33.453
c1cc(nnc1N)N,26.968
CCC#CC1(CC1)C#N,34.585
c1c(c(=O)[nH]nn1)N,24.603
COC1C(O)C1CCO,37.478
CC12CCC1CCCC2,35.337
CC1C(C#C)N1C=O,29.647
C#CC1(CN2CC12)C#N,30.1
CCC#CC1(CC)CN1,38.235
COC1CCC1(O)C#C,36.26
CCCC(O)C1COC1,37.405
CC12CC(C1)OC(=O)N2,30.707
C1OC2C1C1C3OC2C13,25.241
CN1CC11C=CNC1=O,31.06
NC1=NC=NC(=N)O1,24.366
OC12C=CC3C1CC23,25.663
O=C1NCC11C2CC1O2,27.963
N#CCC12OC1CC=C2,29.021
OCC(O)C1(CN1)C=O,34.197
NC12CC1OCC2C#N,31.027
CCCC1C(O)C1(C)O,40.871
CC1C2(O)CC1(C)OC2,35.618
C1CC12CCOC(=O)C2,30.917
CC1CC(C)=CC1=O,30.242
CN1CC2CC3C(O2)C13,29.298
[NH3+]CCOC1=CN=N[N-]1,29.91
C1CC(=O)CN=COC1,30.317
COC1CC2=CCOC12,31.0
OC(C#C)C1CC(=N)O1,32.733
CC12CC(C1)C2CC=O,33.668
CC(=O)NC(=O)C(=N)N,34.074
CC(CO)(CCO)C#C,40.257
CC1CC2(O)CC12C=O,33.997
OCC(O)CC(=O)C=O,34.482
C#CC1OC11CCOC1,30.958
NC(=O)C(=O)COC=N,32.539
COc1nc(co1)O,26.022
Cc1c(=O)oc(cn1)O,29.225
COC1C2CC3OC1C23,29.239
COc1c(nccn1)F,27.096
CN1C2C3C4N3C2C14C,30.029
OCCC1CC2CC2O1,33.655
CC12CC1CNC2C#N,32.071
N=C1OCC(CO1)C=O,29.316
O=C1CN2CC2C11CO1,28.169
C1C2(CO1)C3(N2)COC3,29.745
CC(O)C(C)(O)C1CC1,40.798
CC12CN1CCC(O)C2,35.045
C1C2C3C=CC2N13,19.769
OC1(CC(=O)C1)C1CO1,32.404
c1c(cc(cc1O)F)N,30.793
CC12COC1C(O2)C#N,29.74
N#CC12CC3N=CN1C23,25.116
CCCCCC#C,31.737
CC1CN=C(N)C(=O)N1,32.887
CC#CC1C(C)C1C,34.837
O=CC1(CO1)C1CCO1,30.31
COC1(C)C2CC2C1C,37.477
CC1(CC(C1)C2CC2)C,38.398
CC1OC1C1COCO1,31.185
CCc1c(noc1N)C,35.005
CC12CC(C1)CC2C#N,31.764
Cc1coc(=O)cn1,24.768
C1CC23CCC=C2CC13,30.684
Cn1c(c(c(n1)O)N)O,32.94
OC12CC3C(C1)C3OC2,29.531
CC1C2C1C1(CC1)C2=O,32.305
CC(=O)C12CC3C(O1)C23,29.86
CCOCC(CO)C#C,39.224
CN1C2C=CCC12C#C,32.529
C#CC1NC=NC1C#N,29.073
CC1CC=CC11CN1,29.429
CC1CC2OC1C2=NO,31.443
CC12COC(C1)C1NC21,30.088
O=C1C2OC3CC1OC23,24.407
N=CN1CC2NC2C1=O,28.399
CN1C2CC(=O)C(O)C12,31.693
CNC1CN=C(N)C1=O,33.26
C#Cc1[nH]c(=O)[nH]n1,24.74
OCC1C2CC1C(=N)O2,30.143
CC1OC(=N)C1CCO,35.205
CCC1CC(C1)OC,33.991
C1C2C3CC4C(O3)C4N12,25.859
CC(=O)C1CC(C1)(C)C,38.428
CC1C2CN2C1C#N,27.496
COC1(C)CC(O)C=C1,35.996
C1C(=C(CO1)C#N)CO,30.746
CCC12COC1C2C=O,32.872
CC(C)CCCN1CC1,40.351
CC1C2CC1C(O)CO2,33.221
c1c2c(on1)CC=CC2,26.182
N=C1NN=CC=N1,19.553
N#CCNC1CC2CC12,31.794
COC1CC(O)C2CC12,34.14
CCC1=CCCC11CN1,34.594
CCC1CC2CC(C1)O2,33.394
C1NC11CC2=CCOC12,29.04
C(=N)Nc1[nH]nc(n1)N,29.672
CCCC(O)C(=O)CO,38.289
O=CC12CC1C(=O)C=C2,28.024
C1CN1C12CC1N1CC21,30.246
CC1CC2=COC(=N)N12,29.831
O=C1NC2CC2NC1=O,28.261
CC(=O)C12C3C4C3C1C24,29.552
c1c(nc(o1)C(=N)N)N,31.039
CCOCC1C(C)C1O,39.053
CC12COCOCC1N2,31.777
CC(C)C1CCCOC1,37.493
CCn1c(cc(n1)O)O,32.942
CC1N=C(N)OCC1=O,32.388
CC1CCC2C1CC2=O,32.659
CC1(O)CCC11CO1,31.307
O=C1C2CC1C(=O)CC2,28.636
CC1(C)C2C3OCC1C23,32.25
CC1COCC2CC12O,34.379
CN1C2CC2(C#C)C1=O,31.8
OC1(CC1(O)C=O)C=O,32.416
COC1CCCC2OC12,32.696
CCCC(CCC)CO,43.447
CC1=C(C)C2CCC2C1,35.072
[O-]N=C(C#N)C1C[NH2+]C1,29.411
N#CC1CNCC2CN12,29.854
CNc1cc(no1)N,28.795
CC(C#N)C(C)C1CC1,37.513
O=CC12NC3C(C13)C2=O,26.91
CC(CC#CC=O)C=O,34.261
CCC1CNCC(=N)O1,34.042
CN1C(=N)CCC1=O,27.606
CC12OCOC1C1OC21,28.597
CC12CCCC1C2C=O,33.648
CC1C2CCC(C)C12,32.088
CN(C=N)C(=O)OC,30.305
CC(=O)NC(CN)C#N,35.957
CN1CC1C1(CO1)C=O,32.688
c1c(ocn1)NCC#N,27.631
CN=C1OCC2C(O)C12,31.486
C#CC12NC3CC1NC23,28.366
CC1C(O)C2CC(=O)N12,31.735
CC(C)(CO)C(=O)CO,40.232
CC12CCC1C2(O)C#C,35.558
c1(c(c([nH]c1N)O)O)O,34.831
C1OC1C1(CO1)C1CO1,30.122
CC1CC(=O)OCCO1,32.054
NC(=O)C(C#C)C1CN1,34.039
CC(C#C)C1OC2CC12,33.765
CC(=O)C12CC3C(C1)C23,31.184
CC1CC2CC3C1C23O,32.685
CCc1cc([nH]c1)CO,34.926
COC1CCOC(=N)C1,32.989
N#CCN1CCC1C#N,30.235
CC1CC=CC1(O)C#N,33.482
CC1N(C)C1(C)C#N,33.112
CC#CCC1CCC1,32.475
CC1C=CC2(NC12)C#C,32.526
CCC(C)CC(C)CC,45.279
NC(=[NH2+])C1(CN1)C([O-])=O,35.399
C1C=Cc2c1[nH]c(n2)O,27.671
CCC(=NO)CO,29.764
CC1(O)CN2C=CC=C12,31.517
ON=C1CC2C3CN2C13,28.044
CC(C#C)C(O)C1CO1,35.912
CC1(O)C2C3NC3C12,29.393
c1nc(on1)C2(CC2)N,28.955
OC1CC1C1CCC=C1,33.517
C(COC(=O)C#N)C#N,29.591
CC(=O)C1C2CC=CC12,31.622
OCCC(O)C#CC#N,34.562
CC1OC2CCOC12,27.236
